geom_signature,group_size,distinct_graph_cost_count,distinct_graph_full_count,max_graph_potential_span,conditions,phases,active_objects,representative_state_hashes
"[0,1,""0.42126161661231254""]",8,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""303994ed6878b2e92f437d1d7000576ea288e05085ddb984ab272cab623db8e6"",""3ac3cfde839822cba155b44840ac8a4b237488fd357c3fd22dddf14fc09ecb18"",""3cbf28db061019bacb1f729252097e023f5af2c81f4fcd771ba6733993ed7607"",""6a0ce2b5a80c44e1f299932dd064f2412c9abfbb5e7b8364c147a3a5e8507f33"",""8f78ebcfec8a85511a107739c3708f6ca2f5c15e14d1b32013c3274e394d3b99""]"
"[0,1,""0.42146699158981416""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""13c639aba09fdfbfe2b2e79a515a37e4796c414926f7afe8b4e08598d2c95b7b"",""3d3f8401d1b2642aecd8a5830e5b3f27aa28021ee142d649f8342489404aaabb"",""f36ffe3a2a51ea605220ab7d819b971ddab99d6a1300a1a89b0418165b6dd243""]"
"[0,1,""0.42158011038810506""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""0dbcd51fe5cc0a62a4fe9fe015bb2603b30b43322c9c6d44c9a4031a81939693"",""3838e3f0cd48f18e1409e8b1b6157d75f2ff95ccadf590c7635f765ade1a996a"",""ca71e882255b4a00bd086b956cb6a035ff4eb2d3479a6815b9e71b86c0f1c6f0""]"
"[0,1,""0.42174117914285197""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""d00c8b92d27da4ca78b94de903af32d96da225a9c62918d9d95a9ada720e2ce3"",""eda504129be90eb610f4c29e5cef255b8bb4591425ce8d8e97a4b13271bad145""]"
"[0,1,""0.42174117914285203""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""97280cae6c12194425bed1bdffb661bb85a7507386bd3fd9c2f0c848e14cef85"",""9f70d46ae2de3e52ddaddfd244671ccaa9c941bdb9afc23b0d08303f921af021""]"
"[0,1,""0.42226120039179627""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""447a71a69b50afcd70385167e14ce33772de61c564fa42f7ced019b1b3332369"",""dbb155d97854d5b3384333457dfb40d62a64f3df8f9260013531e1736d9c83b1"",""eb20b6c5ca90e516de4f787f73c7bbe04914a7e994e2dfc076fcd478f23ec6d6""]"
"[0,1,""0.42228187074892232""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""74e893a93c34722172f0ce3075b78bb30026d740a4c396bd39520aa9334a6b05"",""a5a5c3e305b52ab08115b3523ed96a160a1b3ceb972c4ba5babf65361e4dde89"",""fcd3732103356d4e3268c75a2114497c34e3d8818aceb3ba19b3f9562a8638f5""]"
"[0,1,""0.42247032605831175""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""3e769f1bef77ae44548571caa43993f3ad2c4d0f8bbb4c1163b467587be560dc"",""4ad0abb3f42c94e0b17d5520e4c172211eaf66a685fe6fcfed39c6d1156ff9e9"",""ae076e396b1ed38603adc48ee8bfce8585c8b4695d3865ff0e08e3ff39c1a3a6"",""d69545dcedd2c627d03b885f28294444113d5dbb96111ddad110df750eea9412""]"
"[0,1,""0.42247032605831203""]",50,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""039241b0211bbad5da662ba780cc91cad6c7e055d1701679a1c42a05d245d976"",""05d5861131cd05295aec631f016376656bfe273d46bc04d409eff334b3d8e7c0"",""079ec00659aa799722a990b3c670111335968c4e701fbc17b15c5b4288d7ac67"",""097df39a5ddf48717057c9b84f01223d85533abd3b9baa9a027f5959ac33566a"",""0c72544663b05eb1d2b2c4f28c919acd8fe9b5a4d6877cf7ff38f56fdfd47ce0""]"
"[0,1,""0.42262625628557876""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""27d613603ea36a0f0e6d42e9a6057a15f3dc12c699885504deb53e8f6017023d"",""2f8e84fe7a3cc9b70dc2282dee7b0558be19c7bd02a8f5feed9ef5784e9e3ac5"",""522e256296a06e8fdb2f962443b43d2ff390ffc5972d93e87477be886d9d8a31""]"
"[0,1,""0.42295733844326616""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""799c478680e3757ccb7297c70a46cc44766c2c3741cdfb886c3f9b7fb928bc69"",""a5323a3776ad1a461e6e199f6df7754f277319d572d9326df48c608b6b6ab686"",""a9b1864289924d7e432891bc902850f09ade26f0ab5146884161eb65d6ac6397"",""ced19cfe83cf626a4d5b2b2feb868f043fcdeab3f3a0d12fdb4877dc02103b1b""]"
"[0,1,""0.42335329188476334""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""960e43decc8b2cbaf59b7e47de21120b5e021022150e13817ed039eaeb712816"",""bdfe1e5d0e3fff8882b8dcd56f82cbc811ead7dedb31eda828b2d8846bc20344"",""c62637ef8b67984342011b384768feb0168754a2442389a86c63a6e8b48f3a4b""]"
"[0,1,""0.42335726026017445""]",103,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""010253031019d191668c49031b6eaf2fb0722fd9e5ec0a6453a8fb4361ec02de"",""066f7e7f0ef87cbc9e06a536934dea3b73492df1a81a305e2596b51909df9381"",""0b5ea26e4a775937b1c09fa2b06be4815bdda59603190d6d693d4ebce5b82770"",""0f7cc869159de7e42e9cc8813dfb1cd146931d9e7cec386046691aa789c467c4"",""188603e80334f388c320568a535898f03754776fa7ac70cc59e2a776e6d30366""]"
"[0,1,""0.42338117479130322""]",9,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""21c2233f0beac32c7788dc98f95594c47f09ce333b427733ef6edfccc9d32aa8"",""2d79ebb023b3a49358600e20d2fd1dd351aca42e6d14d947a8d464ac349939d5"",""3f37ec557a0a8c8d456bdf01ffe2e1cac125e17753b564497383cac2a4b18d41"",""57f827c3b7fd1877b50ac5dfcc6649f8777ed0eb226b72eb43bf24088e60bef6"",""5b162ab30b35489faf9b3380356358bb2ae5540ea0611a21dd28d4a52458cf16""]"
"[0,1,""0.42355718108531537""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""4ca44706b0d578a37ece452140d69e96b3a6509450c83d2dbd7ce8929a2e9dd3"",""6c9167fdfa68704a39de6a7fa377264c4fc4fd325a1dc4e01768eeb371054467"",""6cd8443f8b550973e2c6d0751b2947f85e0a2c8646ec0e7ee6631d722f4725e0"",""958995b0810a880b4386f8dfb340f705049365ee7d43036b6ebaa1edc217b8c7""]"
"[0,1,""0.42374943951455324""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""16a73c7b83ecfb4aa585e6ece0433ac80a47b66d47f384a44502ca7d4376f641"",""3df3c107dff7be87d5cc656de30b7661173aac08a8d563c9c2f1f7ad223fa3e7"",""450bd0349cf08d9685729b600972cbd2fac21167ae947276e2e7aab9985c4fb7""]"
"[0,1,""0.42381386920790387""]",4,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""214fe34caf281cae149e3389d0ab41c073c4846e03c1ccc4968804981fd26f3b"",""4249c54497d02213f4624f073d2b20fbe1b8ac5a8dde6226049a0621395b47df"",""c7cfd1f35f7bad50c84b6c876b7122eadfdb86c31c3f48a7b476b54952a56e83"",""e38cd083f2bbfa3b45d8261e798b00fcc12ffb7433485a5092c1dac97d44657a""]"
"[0,1,""0.42407795796228043""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""24d46ab9a7c7beb01ca4e3d36d4ededc5d81cac82bebce147d78da5a34d7da66"",""9b283cf3d1ab6582d9e375f61fb5a14c4d61e1a6dcb77b782b527c30980e080a"",""bbd4c27d096910b1688fdb3e37faa68e9279c788a7218278866888a13d9b75c2""]"
"[0,1,""0.4242913131452461""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""313c413a424a432bfe221a1c443ef48e5890cb171cd08551b2a4664d1021b35e"",""5c58c386fa74b3eced5df0bc064b0dc3e123f0f38b82f40b2979c04cfba04625"",""85182d14dd3dbe82fc14822d0a8a3e2bf112437524e0fee586c24ca76dc2b258"",""cb13f2fb2b0a97f72be9b0eeaa2a3f2ffca943fd167e68d781d7a44afdaa0c18""]"
"[0,1,""0.42441360969838932""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""5e764bac55d8dfe29e25f67a9e776f0ed35aa97fdde79b678e74e3acf039e73a"",""62868ff4278633120bad0a93970a1629bb2a36e6ee0b2f48a25e42e8f779a9e3"",""7ae715c18f7da49f2c5c54530481c972ac61ed9fdf33e4354922a289203e9fae"",""bcd482e3b2f48f1cde96fccd09001287708f252f6ff0679bd669ac3026c0192f""]"
"[0,1,""0.42467120927258284""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""815b4c89b3c36cf524ca2d428fbef57a2877ead8763547da995ae073ad7f7f38"",""a77a153564cab57af185f1eff7cd84f350194c23d4e09584e832547ce657291f"",""a85921b31d948bff4616046e150f1a6df6069e4015622592da877a70dea29865""]"
"[0,1,""0.42481345320885711""]",3,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""11f30401979e389c37beccc49562c50b725a4dd1d68cd368931604440a8e8b23"",""49d80c59c28e9289dd4b5d0c2cba28d511c0c81fd0818b6f7d85a826463c74c4"",""8071a564814e58c21152f104d2c65ae0bcd33413cb40d86fbb05568be2d5c6e5""]"
"[0,1,""0.42485046852774722""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""8692d463d69653d42f7e55b06e1de7c3e22331e4819c4f167adad75e4b5fc2df"",""bba1f9c3095f700da5258d0fb33e91993fc7aa8cb8ec3543822b413e0f414ac5""]"
"[0,1,""0.42486089380054987""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""27551410c8c1010edc4fb65240c43ca830327c6d3b6fb76585b8915b88852d15"",""2fc827a4f96f49856b6eca134ada95badffaa9958bc0331f63a6372043cc2fb1"",""3653794cb3a35dd68c72bdde1df5474de48ea84e085bf7201b9f754fe8ce3bff"",""796c75465a6d8987ee1b85b13a5f2b958b7a8d8fb14ccc199090f1d84ef02259""]"
"[0,1,""0.42493465265598362""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""73bdbf93bdd9ff98024f1ee2752802584475f8cfb5ffab944e97fab0e9efe5ca"",""b6195aa336e2bca9be213e1a306b4ae5d7be3513016b38bc7ea5741e5cca92ba""]"
"[0,1,""0.42493465265598368""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""655cfdc8b823da7c70076ee42d212e6ffc357f0d0f5368af6d7144d70dbe0ae2"",""af7b73bbdabf3428d6b08ac8a410e85a924e44c786cebdeca137a807302ca39f""]"
"[0,1,""0.42515957046737435""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""1a42863cff1a1a708408a74fa324d0ac742743d15cf16c0b1897c0f2f9b05971"",""2ff696b01a685f990f660a8e648d19226ccaf55e68a08f13eac2eb739cb7946f"",""fa2d54213ebba6e9ee5e08ce1567deede9a2ad24d46393beaef03ceb416e9323""]"
"[0,1,""0.42529458967251083""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""161ff78da6c06e6b5719aee2606516acd5393844f13d7d23c9c876f8d8123eb8"",""437a81126a3988307385a4d6ccbb30948436ed620f58ee45c25de875fc69edf0"",""4773e3e97fa9e560e7b4161ca5f8cd96991606932ab37b26a2b947cb98917105"",""993aa2e8563aec5823837062da9dfe601693ae8be7f13f6ea7a171d7daed939b""]"
"[0,1,""0.42533366123742705""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0cd1c158b70e3258ee7ac15860b7d2a756b520cd392379d651bee671db67ab12"",""17e44b0979887e7c160094eca778437188474445f305818fec86cc57a1396d84"",""d604aa6764f866218b742c3c62cfda5ee2fe56ea2b075c8342754517bf0ec82e"",""e0e158009669b81e935b7f3a127fa105371eda3e19c6ae420bcc7a76b7d7b4ec""]"
"[0,1,""0.42571789643463398""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""90ed8f253d52e15a00a9f45cb88b934c35e63eff826501efc5049c70274ebcc7"",""a134403e2067ee1a02d61efd52f49a107b97f8f9b52ac72a1ed49c6798bdbaa1"",""a892df8933e66ea64044d44ed50697259c6ff80121a5f8767e600f2b4836a720""]"
"[0,1,""0.42594487224518374""]",4,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0ea0eaed65b2eee86ba02fbf6a986dd63684d38260b138b825116146eba1d7cd"",""4f6820d436b5acc6f851ef240e0860bc01cba456372ba037a91c05a98eed7ab5"",""5e69f4c1ad5bdefd432853b79e3d4ae6efccc4163c4cb952f257ac459824b148"",""9e0da6068c3ca2a1005c1703d5a317b863a5acaf7c1cc68a9dfe50d94e688f3d""]"
"[0,1,""0.42622498168931494""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""254764e6fb0dae994410487d5fbbf74097aeb65067e80aa088d9acd53af50a1f"",""69c0ce96f7b59d9a882ba6c3665c9dd4599bab5ca36a5bc82a2d28d5d24cc7a8"",""b6f0353d8bb377541029da5e86601c79457b8009b2c0ca000c4ee2ddaad568ba"",""bda51e621453968571df40dfb40d031d77b663de4e08eaeedcca23f36dcc38d7""]"
"[0,1,""0.426224981689315""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""04ce1a2978f9e623bc7c0518bf9db3c05f0e0a406bdc84c8c277b385a605cf31"",""15348285a33b0c775da2cef5a962f8bf5fa1c41051c0ac03e4df7910b4453c04"",""53605fc6153083c7e92e4826ee83e652f8edfcc30a1dbb12c71fbdf95b8af9dc"",""dd6023e1a067c79538d4604f57fc3f44ba1310ecf34b80de14df4f3881459c96""]"
"[0,1,""0.42646216218144611""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""a9ae8bb5bc42ff491c10fe18a7e42b92d273e73aaf1f5e642e11f062b8d1bf80"",""c9f3a0bf060d03867a713c75dcb95d1e5497b70047e682b4865d91f6c46bfb49""]"
"[0,1,""0.42654734419083068""]",7,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""18158e196752924fa77ce4864e3011d080a214d578c52bd215cf9d8fa7bf0e26"",""61a25a3714625bd58ff5a44e8e5c5d0f3b49553e064f57cacf58f3da8fa39797"",""667d615e96e789411f020af571db19a30c4b0be907b5ce06718e6fa57b95e427"",""6d3e68c7127ca36365ed4cda7329b333ac5883f2fa13dbd001a4ff12e2ebdfdf"",""88e8f419a81988c4753381608d598cf3a52ab6db9d5f33b213863ee74408d3f5""]"
"[0,1,""0.42656234459854175""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""16620903d6be345cdacd3848dedec2ba7781fe26c925125bcfd71d9f0a7b6bc4"",""94f756f709d82a1576e8673d0b0fe90ffcae1a6d4849fc1b268df0e19c16d22a"",""d5db7de3654c9999a9ac02188848b90950e7003707098e30b9e237a278a46fad""]"
"[0,1,""0.42679076969966478""]",51,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""071e90c6f4dc7b5889be36d976ee245894f7f7c92442bb5b6aeedc3a9a081ac6"",""0c4fd226e2317fd90a8b239d9b555cfd7b717842e65b77e810884a4749371c61"",""1166c263a7c27d99c02b662ec8c697ed3c54b36883c534a3c3d552336bae15a5"",""124d2e35f2d97462d80381684a5dda6c90e61cfd677aa3d69514a2f578896eda"",""2187047f2591673f87ec18725b2067c86d7a3e1ddb6a0aff626c1e411fdfce0e""]"
"[0,1,""0.42701294388213767""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""4708f6092df60d51c61460fd677a45082d89f2d9c31ec06c4e991d0d4df56a2d"",""775acb93afd7300325584dc6ea70afecda225ec414a09f1b041cd42dd44987af"",""a4aa8a9218f92287364360a9f5eb7581fef7052a92c3a0bff0db21487478b021"",""bbfc3eac13a839626128d80998917120c0ff39b64e2a0748e8afd546648b3071""]"
"[0,1,""0.42713095380721233""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""03c70ca55529625907b7f8a47ba5b55b5f33dd891f2789e3e6ceea49fbc4201f"",""7d232600db3a9dc712ce240a73f2df818250d4c232c2c0c682b548c2dce3f086"",""86b396911ef9fb754b14184b2c41713851338acfa3b0e681a99d338016a60971"",""f1d2d1650b32fdfcd5fbda0d71dd878af7109e3c6741bb8b836a557a84a9cec5""]"
"[0,1,""0.42713095380721244""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""6fc5966268dc5d4a9081e9b179d97193794a371ef566d94f65bac0a8c40fded8"",""8bcc919618571a95d88ae43b3f829fb5b65a88837919ce1091fae8f8723a69b9"",""f02ee8efe978f3712b62835d6aab1826d431574f495ca48dbccefd3565f2118a""]"
"[0,1,""0.42713743236894058""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""2188637cdbadf9d5db4efdc8d417dc707fbcab3bd436763fcc196bc58b62cfcb"",""348ab750dc8cd83187b1778dc65b7bc343056e13bfffb6c4c73f041d7e2d6046"",""a492d94c1d3f914847d58ad38ddeaeb51487990c18333a18f02bf1d3b49e9911"",""f8bc6b85d96166bcf1872983a61fffff894ea8a500bd4f492d5b5c50524116af""]"
"[0,1,""0.42758397572978446""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""364ac1dd84e54962d586c6fdd64064c4ce8f50ae52eba8a9c62ab472f6bd609e"",""b05fe71b233d9eff920f40c0ee1427b25477daa1880cf441bf215b7a8eff399f"",""dc6f98356accca18cfefdc8d7534425b902551bfe1062a8d78c1730a72b1551a""]"
"[0,1,""0.42763172571664038""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""572b762810052ae7a2ffcbc4180064ec8d58319cc68307732078138af8394bab"",""62cd6b603dc8a8f2d674e77cd21260635fa9adf51d8c9479f5c3a2b5ece0c23a"",""a2421e2f3db9ac8c1f5920ea46ec086a015d91c8dc4a3ee6f7f06788604298f6"",""aad4c7dc4b97d14d3179d8fd1d276027b47e6b44d0030568bc25d7bedaa7f6f8""]"
"[0,1,""0.42773946996549916""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""767a48516bcc354b32c7402bc7f20eceb70b1892f468fc3d3e67721b2785616b"",""d3cbe9862fefb1ca12383d0d75d23b280fde21cf30106d5e8e8768193842ba26""]"
"[0,1,""0.42801404516504449""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""6db3fa4c1712ef158504a2960d5cf37a92a5d4dd60e72a6bd7250b682b51a3a1"",""8dc4343a2bdaf5c4414f1bb950857983695ab24038c14ad24a262b200d14399a"",""d86b55bbe66bef611465342bdbdf6c569942b13daccd8b5aac83153a1f23185a""]"
"[0,1,""0.42867343947619446""]",4,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""13bb3982e6c567933619a9c1759d925a8857187d7776fe2d611d9cda6405b9df"",""30a7f94a878fe0eadc3ea86ee83aaacb3ec5e2625f6da3cf72a496292e702d45"",""bad87bf741a0dbfb1891d36daeda15af99640efb69b51505315e31422f2532fe"",""f3574eda99a81d73afeff49fdcc4326f2db9d3c1826690ba5b89d81b9563c2f0""]"
"[0,1,""0.42868618928607771""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""72de5b9e54c73fa625393738efcc6544cd346fac0edac8ca9fe14b3e966e6c35"",""9c854821ceb57d6fc4b29947c3d654fbea32a91570f2628c3c54901101790aa2"",""e7f624a2ab5a32f1c004f8b97cf09e8a62a57324a09cca2c3570536699dabe8f"",""f5de6cc27e65570146c323470eaec3f77a70bff804b431707883799c41c1077f""]"
"[0,1,""0.42875948562009408""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""2dc68f6dea8f1646681f1fdbf6aaa17ae9b2e5767fa8f44a31d3adaf13535f63"",""e2fec1c1f0086d554995bb339ffbb42f83a2c51a986dc5ed56bf449b2099fb9a""]"
"[0,1,""0.42875948562009414""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""0e097a2aaa4d7d891ee6a6f8f38814968e034d3569257008501eaa44a4b3f354"",""303918e1aa74901bd2c0abec8f36baf9ee0901e6bdb28220fafa4669285a443c""]"
"[0,1,""0.42896081744705339""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""4134ac83ba89444bdd3e0c6acbf7c9cabaf153bf36ee1d467f20f2de99fea0fa"",""6ef7da9a02bd93abb78cdf8ff38e302ecdad0a98578e62cb3afde4a99f917d53""]"
"[0,1,""0.4289608174470535""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""32c88e5cae916e91d1606ac3629c49323df81b36340f9d39d5759943e57f634c"",""e2fc164118514995a1cda0ec6ec1b7eac09daad6c63c1176b2bdbb6c7431e036""]"
"[0,1,""0.42955595031436633""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""180d700d0796af9e7ae58beda443d39961e1e82aae96293aed80b0bb1e74be76"",""640d3ce435a36a3e85b57664a2ffbbd6c7b541f9f7f746e67724a0ebb7db670e"",""a240371350ccbf3ed82cee49f3792a7809e75fc3c69a097f74c521f8e7ffb5ff""]"
"[0,1,""0.43007245782770115""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""000b365ce29e1b1303cd303ea91dba146bb02ae900f16c19b97d2b4dd9070006"",""04397b45b9b76c20a80386de74a101bbdb2c7901fdb728193036d56a7f0d9472"",""865c7ef90c9a93b767f3bb805f562a4508e5159623b10bd8e7364ce6032dfafe"",""b6f4c9b9f52cd28d85ee2b270dbdf7dbe5078bd2350b8853c606c5c241a8ab8d""]"
"[0,1,""0.4300724578277012""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""1bbd95c3fb7d6e9a0f37dc5827812c89195a349499d3fa5f8d3ba3ad7c78113b"",""6230021b9f37de7991c71f5e206b1b851ce65135f552fdaa534792d850312205"",""9bee46397bf91e8659d0f1a4e2de740495c4d2bc1024ef857e3ca581352f3d60"",""a417b647a41e3bd77a77cb2e4fe3dde17c33587f24148c24d03c1a77f981b7d5""]"
"[0,1,""0.43027807611761792""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""1ab751a752d556fa9ed11f0760abcc914a11ed5b5af8d531d5a3885349f967f8"",""cbab0feded05b2a30cfa5df74e9f335c8412ea07ef6c02f5ca9604d479fca727"",""e55638b02ad983eaa8efe70806988951cceb57766d13569f062cbb01767c1896"",""f73d945bbff752c5ee832b4ec53451c944fbcbda8c9c46e285d51152b2971f96""]"
"[0,1,""0.43044851326216205""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""0a81947ce42ddbd98118a5e979884e997aaa7bd0074e5774314a77320b1eedc0"",""d160839ae171eca389563be8822c413926040bdc7644a8e394105a29777a7e82"",""d784c92202c199222df91f04e96bc4211110c5a7e69c2304373336264b074012""]"
"[0,1,""0.43051514144145053""]",6,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""10d7d20f96777e60b594e4ba49224ba162c03b9549b2c52eb6e1b0e669424e4f"",""11f90544a92efa004dec0c70a30e395c37c9414942b7b8831b315a495050a2fa"",""215f2f06b5bcb523a6664ac8918fc5ce61a00ad9ffbbdc3ac55275978285bd38"",""25300e04aeb84ad100e16d69caea02b21725483152389a2b0b92b75537850427"",""7fb58c633901e0f1157ac2cb204e318b800eda8e7528d9cc19a1f557a2a68ab7""]"
"[0,1,""0.43072028955349151""]",4,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""39f62336186ca07f9d0ce7031f96496495e7d25972e824567704e6e0b133d443"",""437a4795a2685b68a0fa133bd13b0ca640979d7402802b2255bc0886cf08aefb"",""c49f10fd8a6331ffe7c07a7e8398b1fdb441bb8fd954edda4bf9e4e558227741"",""e2e9e9c36521d28c8f6bb95febd62fa56616d4fc3b1292f9bbc67ae4a19d9092""]"
"[0,1,""0.43103463603758041""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""21d0e710f4bffadfd275b01e3e1d57e3383f5b2702747850f0eaa9919ffc75a3"",""3559a0010e294dbd599bed1a7b5e8a4adbbf9012b90661b198c62aec63760dc3"",""9501e9fd97a2ea8a9cf7a1563e138b124469c0e692f984fc5dff9de95e1bf6a0"",""c293185d859f9343d8c0b2bc7c75d496bd50c93c4c44cabd7baf0bfe1510a7f0""]"
"[0,1,""0.43112635276006739""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""3628179fb462eb66a2b5b2769d4fb49731290b19d16c072ad9920dbda0933938"",""70ac3fa154943ecf8c233aa6bde1d67dab768051c59af6097a2dad8a07dc687c""]"
"[0,1,""0.43136267848798859""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0494eb0a2ab01559ba8adf5b0f6dc6ffd51519194478294d3c50ce1ec23c0a82"",""247169082f3f88303d7c25a3113b2483b05ea30028f1ab2ae507df7100a917c0"",""b6f51a5edb9cee4e0bc71bba96b92cc22e8a06237489244e82852854d5bcfe0d""]"
